Majority.protein.IDs	Protein.ID	Entry.Name	Gene.names	Protein.Length	Coverage	Organism	Protein.Existence	Description	Protein.Probability	Top.Peptide.Probability	razorUniqueCount	spectraCount	razorUniqueCount.MIAPACA_1	razorUniqueCount.MIAPACA_2	razorUniqueCount.MIAPACA_3	razorUniqueCount.MIAPACA_4	razorUniqueCount.MIAPACA_5	razorUniqueCount.MIAPACA_AG205_1	razorUniqueCount.MIAPACA_AG205_2	razorUniqueCount.MIAPACA_AG205_3	razorUniqueCount.MIAPACA_AG205_4	razorUniqueCount.MIAPACA_AG205_5	razorUniqueCount.PGRMC1_1	razorUniqueCount.PGRMC1_2	razorUniqueCount.PGRMC1_3	razorUniqueCount.PGRMC1_4	razorUniqueCount.PGRMC1_5	razorUniqueCount.PGRMC1_AG205_1	razorUniqueCount.PGRMC1_AG205_2	razorUniqueCount.PGRMC1_AG205_3	razorUniqueCount.PGRMC1_AG205_4	razorUniqueCount.PGRMC1_AG205_5	Indistinguishable.Proteins	Potential.contaminant	quantified	logFC_PGRMC1__vs__MIAPACA	AveExpr_PGRMC1__vs__MIAPACA	t_PGRMC1__vs__MIAPACA	P.Value_PGRMC1__vs__MIAPACA	adj.P.Val_PGRMC1__vs__MIAPACA	B_PGRMC1__vs__MIAPACA	logFC_PGRMC1_AG205__vs__MIAPACA_AG205	AveExpr_PGRMC1_AG205__vs__MIAPACA_AG205	t_PGRMC1_AG205__vs__MIAPACA_AG205	P.Value_PGRMC1_AG205__vs__MIAPACA_AG205	adj.P.Val_PGRMC1_AG205__vs__MIAPACA_AG205	B_PGRMC1_AG205__vs__MIAPACA_AG205	logFC_PGRMC1__vs__PGRMC1_AG205	AveExpr_PGRMC1__vs__PGRMC1_AG205	t_PGRMC1__vs__PGRMC1_AG205	P.Value_PGRMC1__vs__PGRMC1_AG205	adj.P.Val_PGRMC1__vs__PGRMC1_AG205	B_PGRMC1__vs__PGRMC1_AG205	logFC_MIAPACA__vs__MIAPACA_AG205	AveExpr_MIAPACA__vs__MIAPACA_AG205	t_MIAPACA__vs__MIAPACA_AG205	P.Value_MIAPACA__vs__MIAPACA_AG205	adj.P.Val_MIAPACA__vs__MIAPACA_AG205	B_MIAPACA__vs__MIAPACA_AG205	TotalIntensity_MIAPACA_1	TotalIntensity_MIAPACA_2	TotalIntensity_MIAPACA_3	TotalIntensity_MIAPACA_4	TotalIntensity_MIAPACA_5	TotalIntensity_MIAPACA_AG205_1	TotalIntensity_MIAPACA_AG205_2	TotalIntensity_MIAPACA_AG205_3	TotalIntensity_MIAPACA_AG205_4	TotalIntensity_MIAPACA_AG205_5	TotalIntensity_PGRMC1_1	TotalIntensity_PGRMC1_2	TotalIntensity_PGRMC1_3	TotalIntensity_PGRMC1_4	TotalIntensity_PGRMC1_5	TotalIntensity_PGRMC1_AG205_1	TotalIntensity_PGRMC1_AG205_2	TotalIntensity_PGRMC1_AG205_3	TotalIntensity_PGRMC1_AG205_4	TotalIntensity_PGRMC1_AG205_5	UniqueIntensity_MIAPACA_1	UniqueIntensity_MIAPACA_2	UniqueIntensity_MIAPACA_3	UniqueIntensity_MIAPACA_4	UniqueIntensity_MIAPACA_5	UniqueIntensity_MIAPACA_AG205_1	UniqueIntensity_MIAPACA_AG205_2	UniqueIntensity_MIAPACA_AG205_3	UniqueIntensity_MIAPACA_AG205_4	UniqueIntensity_MIAPACA_AG205_5	UniqueIntensity_PGRMC1_1	UniqueIntensity_PGRMC1_2	UniqueIntensity_PGRMC1_3	UniqueIntensity_PGRMC1_4	UniqueIntensity_PGRMC1_5	UniqueIntensity_PGRMC1_AG205_1	UniqueIntensity_PGRMC1_AG205_2	UniqueIntensity_PGRMC1_AG205_3	UniqueIntensity_PGRMC1_AG205_4	UniqueIntensity_PGRMC1_AG205_5	Intensity_MIAPACA_1	Intensity_MIAPACA_2	Intensity_MIAPACA_3	Intensity_MIAPACA_4	Intensity_MIAPACA_5	Intensity_MIAPACA_AG205_1	Intensity_MIAPACA_AG205_2	Intensity_MIAPACA_AG205_3	Intensity_MIAPACA_AG205_4	Intensity_MIAPACA_AG205_5	Intensity_PGRMC1_1	Intensity_PGRMC1_2	Intensity_PGRMC1_3	Intensity_PGRMC1_4	Intensity_PGRMC1_5	Intensity_PGRMC1_AG205_1	Intensity_PGRMC1_AG205_2	Intensity_PGRMC1_AG205_3	Intensity_PGRMC1_AG205_4	Intensity_PGRMC1_AG205_5	LFQIntensity_MIAPACA_1	LFQIntensity_MIAPACA_2	LFQIntensity_MIAPACA_3	LFQIntensity_MIAPACA_4	LFQIntensity_MIAPACA_5	LFQIntensity_MIAPACA_AG205_1	LFQIntensity_MIAPACA_AG205_2	LFQIntensity_MIAPACA_AG205_3	LFQIntensity_MIAPACA_AG205_4	LFQIntensity_MIAPACA_AG205_5	LFQIntensity_PGRMC1_1	LFQIntensity_PGRMC1_2	LFQIntensity_PGRMC1_3	LFQIntensity_PGRMC1_4	LFQIntensity_PGRMC1_5	LFQIntensity_PGRMC1_AG205_1	LFQIntensity_PGRMC1_AG205_2	LFQIntensity_PGRMC1_AG205_3	LFQIntensity_PGRMC1_AG205_4	LFQIntensity_PGRMC1_AG205_5	ImputedIntensity_MIAPACA_1	ImputedIntensity_MIAPACA_2	ImputedIntensity_MIAPACA_3	ImputedIntensity_MIAPACA_4	ImputedIntensity_MIAPACA_5	ImputedIntensity_MIAPACA_AG205_1	ImputedIntensity_MIAPACA_AG205_2	ImputedIntensity_MIAPACA_AG205_3	ImputedIntensity_MIAPACA_AG205_4	ImputedIntensity_MIAPACA_AG205_5	ImputedIntensity_PGRMC1_1	ImputedIntensity_PGRMC1_2	ImputedIntensity_PGRMC1_3	ImputedIntensity_PGRMC1_4	ImputedIntensity_PGRMC1_5	ImputedIntensity_PGRMC1_AG205_1	ImputedIntensity_PGRMC1_AG205_2	ImputedIntensity_PGRMC1_AG205_3	ImputedIntensity_PGRMC1_AG205_4	ImputedIntensity_PGRMC1_AG205_5
sp|P00533|EGFR_HUMAN	P00533	EGFR_HUMAN	EGFR	1210	17.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Epidermal growth factor receptor	0.9961	0.999	1	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P00558|PGK1_HUMAN	P00558	PGK1_HUMAN	PGK1	417	40.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoglycerate kinase 1	1	0.999	6	92	4	5	4	3	4	7	6	8	6	9	3	2	1	3	3	5	5	4	4	6			+	-0.694673339807387	25.83881056776	-1.32385497383074	0.217351668269638	0.295820481414907	-7.0816344483823	-0.406079834304016	26.7303013128533	-4.90466892658446	0.000754389956025838	0.00434515810140249	-1.0693529674548	-1.03578749784499	26.0093676467788	-1.98378383230884	0.0771488328302121	0.14328884406295	-5.92429287383636	-0.747193992341607	26.5597442338345	-10.5514184532231	1.86689069286005e-06	2.01340616495793e-05	5.18823094796458	26.1236511345151	26.2558593057273	26.1511608894	26.3128642642186	26.0872005944573	26.9664138294292	26.9566414061063	26.9316073412324	27.0236980172253	26.7883455560331	26.1995760500575	25.8996867000507	NA	25.8921565452857	26.1989113958987	26.4257187864734	26.5123481694296	26.5512671559711	26.7177743052443	26.4291985613878	26.1063046223094	26.2676031065434	26.1459731806314	26.3076763812787	26.0820128906709	26.9556725196925	26.9505725379894	26.9280717505766	27.0185102489502	26.7831578187315	26.1943883583081	25.8944988982522	NA	25.8869687949098	26.1937235648949	26.4205309448925	26.5071603345966	26.5460793666788	26.7125865072596	26.4240106779337	26.1236511345151	26.2558593057273	26.1511608894	26.3128642642186	26.0872005944573	26.9664138294292	26.9566414061063	26.9316073412324	27.0236980172253	26.7883455560331	26.1995760500575	25.8996867000507	NA	25.8921565452857	26.1989113958987	26.4257187864734	26.5123481694296	26.5512671559711	26.7177743052443	26.4291985613878	26.1236511345151	26.2558593057273	26.1511608894	26.3128642642186	26.0872005944573	26.9664138294292	26.9566414061063	26.9316073412324	27.0236980172253	26.7883455560331	26.1995760500575	25.8996867000507	NA	25.8921565452857	26.1989113958987	26.4257187864734	26.5123481694296	26.5512671559711	26.7177743052443	26.4291985613878	26.1236511345151	26.2558593057273	26.1511608894	26.3128642642186	26.0872005944573	26.9664138294292	26.9566414061063	26.9316073412324	27.0236980172253	26.7883455560331	26.1995760500575	25.8996867000507	23.2670387979888	25.8921565452857	26.1989113958987	26.4257187864734	26.5123481694296	26.5512671559711	26.7177743052443	26.4291985613878
sp|P00568|KAD1_HUMAN	P00568	KAD1_HUMAN	AK1	194	11.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylate kinase isoenzyme 1	0.9902	0.9989	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P00761|TRYP_PIG	P00761	TRYP_PIG	sp|P00761|TRYP_PIG	231	7.8	Sus scrofa	1:Experimental evidence at protein level	Trypsin	0.9874	0.9985	1	105	13	10	7	18	11	1	6	8	3	2	0	0	0	0	0	5	2	3	2	14				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P00846|ATP6_HUMAN	P00846	ATP6_HUMAN	MT-ATP6	226	4.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP synthase subunit a	0.959	0.9951	1	10	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P00973|OAS1_HUMAN	P00973	OAS1_HUMAN	OAS1	400	19.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	2'-5'-oligoadenylate synthase 1	0.99	0.9988	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P01111|RASN_HUMAN	P01111	RASN_HUMAN	NRAS	189	21.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTPase NRas	0.9907	0.9989	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sp|P01112|RASH_HUMAN, sp|P01116|RASK_HUMAN			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P01889|HLAB_HUMAN	P01889	HLAB_HUMAN	HLA-B	362	31.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	HLA class I histocompatibility antigen, B alpha chain	1	0.999	6	88	4	3	3	2	3	6	5	5	6	7	2	2	2	1	2	8	6	8	5	8			+	-0.0316671833120914	25.3673851859015	-0.0738697232086257	0.942687833717549	0.956154802770656	-7.96671113385242	0.599237929768996	27.0046789897548	6.96436030038603	5.4553876529154e-05	0.000573825960528879	1.74044899595496	-1.95274636039383	26.3279247744424	-4.56353285269913	0.00120758681654558	0.00533090138703024	-1.68212168192878	-1.32184124731274	26.0441394012139	-18.2480174135543	1.48147795749064e-08	9.01585156987163e-07	10.3545815482688	25.5080732932179	25.3375599762766	25.3752860706821	25.409427064182	25.2857474834292	26.8860638123821	26.6385217568896	26.6380727099687	26.6558038701462	26.7068379749648	25.6513247019217	25.9704749198943	25.8347682656662	NA	25.7640718893986	27.2524884452441	27.4846440692292	27.3053527620027	27.3199747011665	27.1590297955539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.5080732932179	25.3375599762766	25.3752860706821	25.409427064182	25.2857474834292	26.8860638123821	26.6385217568896	26.6380727099687	26.6558038701462	26.7068379749648	25.6513247019217	25.9704749198943	25.8347682656662	NA	25.7640718893986	27.2524884452441	27.4846440692292	27.3053527620027	27.3199747011665	27.1590297955539	25.5080732932179	25.3375599762766	25.3752860706821	25.409427064182	25.2857474834292	26.8860638123821	26.6385217568896	26.6380727099687	26.6558038701462	26.7068379749648	25.6513247019217	25.9704749198943	25.8347682656662	NA	25.7640718893986	27.2524884452441	27.4846440692292	27.3053527620027	27.3199747011665	27.1590297955539	25.5080732932179	25.3375599762766	25.3752860706821	25.409427064182	25.2857474834292	26.8860638123821	26.6385217568896	26.6380727099687	26.6558038701462	26.7068379749648	25.6513247019217	25.9704749198943	25.8347682656662	23.5371181943464	25.7640718893986	27.2524884452441	27.4846440692292	27.3053527620027	27.3199747011665	27.1590297955539
sp|P02042|HBD_HUMAN	P02042	HBD_HUMAN	HBD	147	21.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hemoglobin subunit delta	0.9998	0.9985	2	17	1	2	0	0	0	1	1	2	2	2	0	1	0	0	0	2	2	0	0	1	sp|P68871|HBB_HUMAN		+	-0.366943399630458	24.1589483259516	-0.760044332501301	0.466168968791927	0.556268853516417	-7.65962982920025	-1.13240372369278	25.0769083413626	-1.29726031817944	0.225649930315095	0.358014414578139	-6.77268633664681	-0.535229853379839	24.2430915528263	-0.82926585592542	0.427460053411675	0.544446450079515	-7.37263862252425	-1.30069017744217	24.9927651144879	-1.70750372981246	0.121065921877146	0.180961693753208	-6.46676081010771	NA	25.9816133555066	NA	NA	NA	NA	NA	26.835764966595	26.6751783208543	26.6212443471238	NA	NA	NA	NA	NA	25.9605265426184	26.1174595292681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.9816133555066	NA	NA	NA	NA	NA	26.835764966595	26.6751783208543	26.6212443471238	NA	NA	NA	NA	NA	25.9605265426184	26.1174595292681	NA	NA	NA	NA	25.9816133555066	NA	NA	NA	NA	NA	26.835764966595	26.6751783208543	26.6212443471238	NA	NA	NA	NA	NA	25.9605265426184	26.1174595292681	NA	NA	NA	24.2082994242555	25.9816133555066	23.9856864405196	24.354144414251	23.1823564943012	23.498632572386	24.5847308090858	26.835764966595	26.6751783208543	26.6212443471238	23.5120295617467	23.4153391889999	23.9662389589598	24.7113191070866	24.2724563138887	25.9605265426184	26.1174595292681	23.5192045943006	24.0979954365814	22.8583462948124
sp|P02545|LMNA_HUMAN	P02545	LMNA_HUMAN	LMNA	664	48.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prelamin-A/C	1	0.999	17	174	19	18	19	12	19	4	5	5	6	5	11	9	8	6	7	4	4	3	4	6			+	-0.683218259677687	28.5601274933757	-5.77022144898948	0.000243294588613647	0.000921275508883675	-0.172672262108954	-0.427153821117678	27.5477814046165	-3.06867687784648	0.012813736141327	0.0399901215839216	-4.03395157432699	0.884313869479168	27.7763614287973	5.76805906210964	0.000226783320586253	0.00146378325105673	0.101024078398961	1.14037830803919	28.3315474691949	11.2422724923755	1.08050075271894e-06	1.41628714048699e-05	5.77844116555575	28.7325467220066	29.0666714626671	28.7735080853395	29.1291671205522	28.8067897255073	27.6261540657425	27.6849372364896	27.854953868363	27.9084913930599	27.7322550122218	27.946944457933	28.096861342701	28.3627197347469	28.3512561721106	28.3348101101927	27.1416953993475	27.3605942132572	27.1832862987531	27.1654420613946	27.8200044975359	28.7325467220066	29.0666714626671	28.7735080853395	29.1291671205522	28.8067897255073	27.6261540657425	27.6849372364896	27.854953868363	27.9084913930599	27.7322550122218	27.946944457933	28.096861342701	28.3627197347469	28.3512561721106	28.3348101101927	27.1416953993475	27.3605942132572	27.1832862987531	27.1654420613946	27.8200044975359	28.7325467220066	29.0666714626671	28.7735080853395	29.1291671205522	28.8067897255073	27.6261540657425	27.6849372364896	27.854953868363	27.9084913930599	27.7322550122218	27.946944457933	28.096861342701	28.3627197347469	28.3512561721106	28.3348101101927	27.1416953993475	27.3605942132572	27.1832862987531	27.1654420613946	27.8200044975359	28.7325467220066	29.0666714626671	28.7735080853395	29.1291671205522	28.8067897255073	27.6261540657425	27.6849372364896	27.854953868363	27.9084913930599	27.7322550122218	27.946944457933	28.096861342701	28.3627197347469	28.3512561721106	28.3348101101927	27.1416953993475	27.3605942132572	27.1832862987531	27.1654420613946	27.8200044975359	28.7325467220066	29.0666714626671	28.7735080853395	29.1291671205522	28.8067897255073	27.6261540657425	27.6849372364896	27.854953868363	27.9084913930599	27.7322550122218	27.946944457933	28.096861342701	28.3627197347469	28.3512561721106	28.3348101101927	27.1416953993475	27.3605942132572	27.1832862987531	27.1654420613946	27.8200044975359
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	18.1	Bos taurus	1:Experimental evidence at protein level	Serum albumin	1	0.999	3	167	20	25	1	1	1	29	17	0	0	0	34	15	0	0	0	24	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4582323699881	22.7025134490775	NA	NA	NA	22.3369292714017	20.3703105561783	NA	NA	NA	23.1457176266743	19.1692299323987	NA	NA	NA	22.8746650084905	NA	NA	NA	NA	21.4582323699881	22.7025134490775	NA	NA	NA	22.3369292714017	20.3703105561783	NA	NA	NA	23.1457176266743	19.1692299323987	NA	NA	NA	22.8746650084905	NA	NA	NA	NA	21.4582323699881	22.7025134490775	NA	NA	NA	22.3369292714017	20.3703105561783	NA	NA	NA	23.1457176266743	19.1692299323987	NA	NA	NA	22.8746650084905	NA	NA	NA	NA	21.4582323699881	22.7025134490775	NA	NA	NA	22.3369292714017	20.3703105561783	NA	NA	NA	23.1457176266743	19.1692299323987	NA	NA	NA	22.8746650084905	NA	NA	NA	NA	21.4582323699881	22.7025134490775	NA	NA	NA	22.3369292714017	20.3703105561783	NA	NA	NA	23.1457176266743	19.1692299323987	NA	NA	NA	22.8746650084905	NA	NA	NA	NA
sp|P02786|TFR1_HUMAN	P02786	TFR1_HUMAN	TFRC	760	19.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transferrin receptor protein 1	1	0.999	8	49	1	0	0	2	1	3	3	5	3	6	1	2	1	1	0	4	3	4	5	4			+	-0.34465227320656	24.0970831956743	-0.545926344803291	0.598042301916399	0.672205859146138	-7.8073921805976	0.099659375407505	26.4272180994017	0.703844167030035	0.498690481583777	0.631328811752419	-7.36046642104407	-2.55229072803446	25.2009024230883	-5.95539183225727	0.00017806920508948	0.00119460600579714	0.36020454085295	-2.1079790794204	25.3233988719878	-4.37105746807815	0.0016893590671857	0.00481382583693048	-2.1462065515088	NA	NA	NA	25.6022909790972	NA	26.493938861039	26.4153232201584	26.4731505611821	26.3354763626239	26.1690530534865	NA	25.3524051677235	NA	NA	NA	26.7165538588819	26.6989359651004	26.3986539381528	26.5507460809421	26.0203490924503	NA	NA	NA	25.6022909790972	NA	26.493938861039	26.4153232201584	26.4731505611821	26.3354763626239	26.1690530534865	NA	25.3524051677235	NA	NA	NA	26.7165538588819	26.6989359651004	26.3986539381528	26.5507460809421	26.0203490924503	NA	NA	NA	25.6022909790972	NA	26.493938861039	26.4153232201584	26.4731505611821	26.3354763626239	26.1690530534865	NA	25.3524051677235	NA	NA	NA	26.7165538588819	26.6989359651004	26.3986539381528	26.5507460809421	26.0203490924503	NA	NA	NA	25.6022909790972	NA	26.493938861039	26.4153232201584	26.4731505611821	26.3354763626239	26.1690530534865	NA	25.3524051677235	NA	NA	NA	26.7165538588819	26.6989359651004	26.3986539381528	26.5507460809421	26.0203490924503	24.5688480551874	23.4828029821664	24.9433576205603	25.6022909790972	22.7497470243766	26.493938861039	26.4153232201584	26.4731505611821	26.3354763626239	26.1690530534865	23.7953991516616	25.3524051677235	23.5102019628034	22.6782932280697	24.2874857850969	26.7165538588819	26.6989359651004	26.3986539381528	26.5507460809421	26.0203490924503
sp|P02792|FRIL_HUMAN	P02792	FRIL_HUMAN	FTL	175	58.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ferritin light chain	1	0.999	6	86	1	1	1	1	2	7	6	7	8	8	1	1	1	0	1	8	8	7	8	9			+	0.250942097562994	24.1759765522137	0.654743747740383	0.528585563459745	0.612727755194154	-7.73782026591189	0.238230528622527	29.0101424448988	3.6409741410496	0.00506451212361139	0.0190927625191014	-3.0757211922108	-4.82781010821486	26.7153526551026	-22.7099765084783	1.51199001783092e-09	7.57773820701145e-08	12.7097310386518	-4.84052167715533	26.4707663420099	-14.8718855514467	9.24887626723716e-08	2.36628071284358e-06	8.41607747966025	NA	NA	NA	NA	NA	28.8899311322677	28.8768842957179	28.9635942775167	28.8245055787012	28.9002206187342	NA	NA	NA	NA	NA	29.1581476860005	29.1603868029666	29.0117773190477	29.173516407702	29.1424603303336	NA	NA	NA	NA	NA	28.8899311322677	28.8768842957179	28.9635942775167	28.8245055787012	28.9002206187342	NA	NA	NA	NA	NA	29.1581476860005	29.1603868029666	29.0117773190477	29.173516407702	29.1424603303336	NA	NA	NA	NA	NA	28.8899311322677	28.8768842957179	28.9635942775167	28.8245055787012	28.9002206187342	NA	NA	NA	NA	NA	29.1581476860005	29.1603868029666	29.0117773190477	29.173516407702	29.1424603303336	NA	NA	NA	NA	NA	28.8899311322677	28.8768842957179	28.9635942775167	28.8245055787012	28.9002206187342	NA	NA	NA	NA	NA	29.1581476860005	29.1603868029666	29.0117773190477	29.173516407702	29.1424603303336	23.3863258153155	23.8048516387648	24.0901704777426	25.3527686175779	23.6184109677602	28.8899311322677	28.8768842957179	28.9635942775167	28.8245055787012	28.9002206187342	23.8001265810743	24.0139910701982	24.6096274558737	24.9968748919292	24.0866180059005	29.1581476860005	29.1603868029666	29.0117773190477	29.173516407702	29.1424603303336
sp|P02794|FRIH_HUMAN	P02794	FRIH_HUMAN	FTH1	183	31.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ferritin heavy chain	1	0.999	5	34	0	0	0	0	0	3	2	3	4	4	0	0	0	0	0	5	3	3	5	2			+	-0.116569964080842	23.9266511731365	-0.312801724840668	0.761373103474136	0.810090762242586	-7.91586403127739	0.177817761411987	27.0503840419475	1.21958032032379	0.252508154820353	0.387634140372866	-6.86495843735267	-3.27092673155744	25.5038295568748	-19.2276554552793	7.04005412584596e-09	2.8562505310575e-07	11.149608970527	-2.97653900606461	25.4732056582092	-8.20223614908764	1.55344930538106e-05	0.000103401469389427	2.89640522796435	NA	NA	NA	NA	NA	27.3553886033841	26.645414143974	26.8869299206119	26.8667026839136	27.0529404543239	NA	NA	NA	NA	NA	27.0652254661075	27.4171035945651	26.9142894089612	27.2301807003143	27.0696654433193	NA	NA	NA	NA	NA	27.3553886033841	26.645414143974	26.8869299206119	26.8667026839136	27.0529404543239	NA	NA	NA	NA	NA	27.0652254661075	27.4171035945651	26.9142894089612	27.2301807003143	27.0696654433193	NA	NA	NA	NA	NA	27.3553886033841	26.645414143974	26.8869299206119	26.8667026839136	27.0529404543239	NA	NA	NA	NA	NA	27.0652254661075	27.4171035945651	26.9142894089612	27.2301807003143	27.0696654433193	NA	NA	NA	NA	NA	27.3553886033841	26.645414143974	26.8869299206119	26.8667026839136	27.0529404543239	NA	NA	NA	NA	NA	27.0652254661075	27.4171035945651	26.9142894089612	27.2301807003143	27.0696654433193	22.8745978444597	25.1137531114459	24.2220749688591	24.0979373836982	23.6163174674215	27.3553886033841	26.645414143974	26.8869299206119	26.8667026839136	27.0529404543239	23.8246978106065	24.1292335704073	23.5662548613147	24.286524046171	23.5351206669808	27.0652254661075	27.4171035945651	26.9142894089612	27.2301807003143	27.0696654433193
